Gene1,Gene2,Score
AT2G36690,AT4G33430,0.0045971186
AT1G64170,AT5G54160,0.004589943
AT4G31800,AT2G44490,0.004569687
AT4G21870,AT1G65490,0.004560144
AT2G39530,AT3G52450,0.00454372
AT2G36690,AT1G30730,0.004542682
AT2G41220,AT5G40780,0.0044980305
AT3G49780,AT5G54160,0.004497084
AT2G44370,AT4G20860,0.004468623499999999
AT1G51620,AT3G19010,0.0044681323
AT5G07440,AT5G67450,0.004464066
AT1G30720,AT2G37040,0.004450961
AT4G20860,AT1G51800,0.004433289
AT3G22060,AT2G01950,0.004429912
AT2G44380,AT1G05300,0.0044257073
AT3G22060,AT4G21410,0.0044249486999999995
AT2G39200,AT1G15950,0.0043938532
AT1G64170,AT3G26210,0.0043913512
AT5G50200,AT2G44370,0.0043850354999999995
AT5G10450,AT2G44490,0.0043806033
AT3G19930,AT5G66420,0.0043760114
AT5G54160,AT5G66420,0.0043469844
AT5G66420,AT2G19190,0.0043397006
AT1G51680,AT5G54160,0.004336758
AT1G12940,AT1G15950,0.004334822800000001
AT4G28140,AT2G39530,0.0043176846
AT2G37040,AT4G30190,0.004313285
AT5G44585,AT5G40780,0.0043024225
AT3G19010,AT5G37600,0.0043020197
AT3G29034,AT5G53110,0.0042783576
AT5G54160,AT4G27730,0.004272787
AT5G20480,AT1G02450,0.0042564379999999995
AT1G51680,AT2G25470,0.004246562299999999
AT3G49780,AT4G08850,0.004232983
AT5G37600,AT3G22060,0.0042162123
AT2G30360,AT3G45060,0.0042093014000000005
AT1G02450,AT5G50200,0.0042074737
AT5G10450,AT4G21410,0.004196216
AT2G39200,AT5G50200,0.004185871
AT3G19010,AT2G25470,0.004119955
AT1G19380,AT4G38560,0.0041116974
AT5G01540,AT5G53110,0.0041087596
AT5G20250,AT4G01250,0.004097496
AT4G21410,AT5G06950,0.0040885997
AT4G35180,AT1G77380,0.0040774564
AT3G19010,AT2G37710,0.0040765385999999995
AT3G52450,AT5G46330,0.004076474
AT3G22060,AT1G61360,0.004065216
AT4G33430,AT4G20860,0.0040627923
AT3G50480,AT1G52200,0.004049443
AT5G40780,AT2G37710,0.004044251
AT1G51620,AT5G44585,0.004040641
AT2G38900,AT4G31800,0.0040345467
AT2G38900,AT2G37710,0.004022915
AT3G59880,AT5G54160,0.0040124016999999994
AT4G24160,AT1G02450,0.0040000128
AT3G21080,AT4G39400,0.0039997627
AT2G15620,AT5G54160,0.0039992817
AT2G44380,AT4G35180,0.0039915554
AT4G21870,AT3G19450,0.003972855
AT4G38560,AT2G02220,0.0039705554999999995
AT4G31800,AT3G25882,0.0039526518
AT2G02220,AT4G27730,0.003952555999999999
AT4G20000,AT2G19190,0.0039485814
AT2G39530,AT4G33430,0.003944232
AT3G50480,AT5G54160,0.0039276984000000004
AT3G46280,AT4G27730,0.00392353
AT4G01250,AT3G19010,0.0039101825
AT4G30190,AT1G37130,0.0039043145
AT2G41220,AT1G19380,0.0038853819
AT5G48430,AT4G01250,0.0038843686
AT2G36690,AT2G19190,0.0038446377000000004
AT1G02450,AT2G25000,0.0038364234000000004
AT2G30360,AT1G64170,0.003836082
AT1G70530,AT2G39530,0.0038273595
AT1G21670,AT1G61380,0.0038231296999999996
AT4G28140,AT5G07440,0.0038148444
AT2G44490,AT4G31800,0.0038060629999999997
AT2G25470,AT5G44585,0.003800548
AT2G41220,AT1G65690,0.0037787303
AT5G39580,AT2G22122,0.0037772153
AT2G39200,AT4G23210,0.0037661584
AT3G46280,AT5G54160,0.0037602002
AT2G44490,AT4G27730,0.0037594193
AT5G66420,AT1G52200,0.0037427158
AT3G50470,AT2G25470,0.0037425475
AT4G08850,AT5G66420,0.0037416861999999998
AT5G59080,AT4G20860,0.0037397644
AT1G49000,AT3G29034,0.0037261440000000002
AT3G29034,AT2G22122,0.0037200009999999997
AT4G35180,AT1G65690,0.0037127915
AT5G01540,AT1G30720,0.0037035865
AT2G41220,AT5G54160,0.0037029728000000004
AT4G21870,AT3G19930,0.003689155
AT5G53110,AT5G40780,0.0036864635
AT3G19930,AT3G19010,0.0036636838
AT1G37130,AT1G64170,0.0036611754999999998
AT4G30190,AT3G49780,0.0036577021
AT2G44380,AT1G77380,0.0036536478
AT2G22122,AT4G35180,0.0036528703999999996
AT5G59080,AT5G20250,0.0036400214
AT5G50200,AT1G35160,0.0036225579999999997
AT3G52450,AT2G37710,0.0036028386
AT5G39580,AT4G23210,0.0035938822999999997
AT2G37710,AT2G19190,0.0035830115000000003
AT2G38900,AT2G17740,0.0035474354
AT3G19450,AT2G31400,0.0035246275
AT3G46280,AT2G37040,0.0035196485
AT1G65690,AT2G44380,0.0035069752000000004
AT4G33430,AT3G50480,0.00350479
AT4G27730,AT2G44370,0.0035037633
AT4G31550,AT5G10450,0.0035020371000000004
AT5G67450,AT3G19010,0.0035019535999999997
AT4G01250,AT3G19450,0.0035012728000000004
AT4G31800,AT4G01250,0.0034993465999999997
AT2G42360,AT5G67450,0.0034596379999999997
AT4G33430,AT2G44490,0.0034515871999999995
AT1G21670,AT1G30730,0.0034354642999999997
AT3G26210,AT4G31550,0.0034183438
AT1G05300,AT1G51890,0.0034181918
AT4G01250,AT2G19190,0.0034131813
AT1G15950,AT2G44380,0.003412332
AT2G39530,AT5G67450,0.0034109578000000003
AT1G49000,AT5G06950,0.0033762362
AT1G61380,AT2G25000,0.0033708739000000002
AT2G44370,AT2G25000,0.003369178
AT1G02450,AT3G45060,0.0033665432
AT4G21870,AT2G31400,0.0033664536
AT3G59880,AT2G25470,0.0033648259999999996
AT4G08850,AT2G17740,0.0033625138
AT4G21870,AT2G39200,0.0033615683
AT2G15620,AT3G49780,0.0033573555
AT1G51680,AT1G51800,0.0033434094
AT5G04140,AT1G64170,0.0033430187
AT2G38900,AT1G19380,0.0033390003000000005
AT4G01700,AT2G17740,0.0033324440000000004
AT1G52200,AT3G49780,0.0033317953000000003
AT3G46280,AT5G55050,0.00332719
AT1G08090,AT4G08850,0.0033270882000000002
AT5G55050,AT2G25470,0.0033075622999999997
AT2G44490,AT5G01540,0.0033068282
AT2G25470,AT5G20250,0.0033011922999999998
AT4G31800,AT2G02220,0.0032905638
AT4G23210,AT3G25882,0.0032872803999999998
AT3G45060,AT5G46330,0.0032694882
AT4G35180,AT1G12940,0.0032659266
AT5G37600,AT5G20250,0.0032501928999999997
AT2G22122,AT4G27730,0.0032436353999999996
AT1G65490,AT1G64170,0.003243283
AT2G39530,AT1G51620,0.0032422134999999996
AT1G64170,AT3G21080,0.0032357005
AT3G29034,AT3G22060,0.0032344374
AT1G61380,AT1G52200,0.0032331676
AT4G20860,AT4G35180,0.0032322697999999997
AT4G20860,AT5G55050,0.0032114617
AT3G59880,AT1G70530,0.0032047124
AT4G35180,AT3G50480,0.003196661
AT2G38900,AT1G61380,0.003192359
AT3G50480,AT4G38560,0.0031836603
AT3G19930,AT1G49000,0.0031791534000000002
AT2G37710,AT1G05300,0.0031783863
AT1G35160,AT2G44490,0.0031682541999999998
AT3G46280,AT3G29034,0.0031639573
AT5G04140,AT2G44490,0.0031624191999999997
AT5G50200,AT5G54160,0.0031309590000000004
AT1G49000,AT2G25000,0.0031258564000000003
AT2G36690,AT3G19450,0.0031234659999999997
AT5G67450,AT3G45060,0.003106275
AT3G21080,AT2G19190,0.0031046502
AT2G15620,AT2G39530,0.00310118
AT4G20000,AT1G12940,0.003095725
AT2G36690,AT1G35160,0.0030831425
AT5G44585,AT5G13930,0.0030764815999999996
AT2G39200,AT3G21080,0.0030727906
AT4G23210,AT4G01250,0.0030692646
AT1G51620,AT5G37600,0.0030600233000000004
AT3G29034,AT4G20860,0.0030561674
AT1G64280,AT1G51680,0.0030473443
AT2G31400,AT3G25882,0.0030379853999999997
AT5G46330,AT4G01250,0.0030302627000000004
AT2G44490,AT2G38900,0.003026855
AT1G19380,AT3G21080,0.0030230468
AT1G61380,AT3G49780,0.0030216585999999998
AT1G64170,AT5G37600,0.0030055111
AT3G48650,AT2G19190,0.0030032387
AT3G26210,AT3G19010,0.0029958107
AT1G61360,AT2G42360,0.0029875228999999997
AT2G42360,AT2G44370,0.002982518
AT4G08850,AT3G48650,0.0029761426
AT5G54160,AT4G01700,0.0029716073
AT1G51680,AT1G64170,0.0029627657000000003
AT4G28140,AT5G53460,0.0029442026
AT5G66420,AT1G51800,0.0029424545
AT2G15620,AT4G23210,0.0029416536
AT4G01700,AT1G61380,0.0029403836999999998
AT4G38560,AT1G70530,0.00291172
AT3G50480,AT2G44380,0.002904443
AT5G67450,AT4G38560,0.0029031540000000002
AT1G14780,AT3G21080,0.0028799246
AT5G48430,AT1G51620,0.0028747703999999997
AT2G30490,AT1G02450,0.0028671703999999998
AT4G35180,AT3G48650,0.00286423
AT4G21870,AT3G49780,0.0028635426
AT2G25470,AT4G23210,0.0028609226
AT1G21670,AT1G12940,0.0028595617
AT4G33430,AT1G61380,0.0028470468
AT5G39580,AT3G52450,0.0028425402000000002
AT3G46280,AT3G59880,0.0028419336
AT3G52450,AT5G66420,0.0028389024
AT2G41220,AT1G51680,0.0028365604
AT2G15620,AT1G72300,0.002820318
AT3G19010,AT5G39580,0.0028012826
AT2G31400,AT1G21670,0.0028003715
AT2G02220,AT2G25470,0.0028002756
AT5G50200,AT1G51800,0.0027994947
AT4G24160,AT1G21670,0.0027990771999999997
AT2G38900,AT1G51890,0.002785096
AT5G50200,AT2G25000,0.0027845604
AT2G25000,AT4G31550,0.0027829502000000002
AT2G38900,AT1G30730,0.0027820014000000002
AT2G25000,AT1G30730,0.002777849
AT1G21670,AT1G02450,0.0027773000000000003
AT2G17740,AT5G66420,0.0027745115
AT4G30190,AT5G13930,0.0027706155
AT2G42360,AT3G22060,0.0027592962
AT1G64170,AT4G24160,0.0027472402000000003
AT4G31800,AT4G23210,0.0027379277
AT4G38560,AT1G51890,0.0027298338
AT2G44380,AT2G17740,0.0027296674
AT4G01250,AT1G72300,0.0027281332000000003
AT1G64170,AT1G35160,0.002723316
AT4G33430,AT5G55050,0.0027231232
AT2G25470,AT2G37710,0.002722313
AT1G64170,AT5G67450,0.0027189394
AT2G17740,AT1G35160,0.0027142824
AT2G38900,AT5G01540,0.0027101673
AT4G27730,AT3G26210,0.0027038604
AT5G07440,AT3G19450,0.0027017936
AT5G39580,AT2G25000,0.0026977514
AT2G39200,AT1G05300,0.002693441
AT1G15950,AT5G06950,0.0026932168
AT1G64280,AT4G01250,0.0026810435
AT5G53110,AT3G22060,0.0026706203000000004
AT2G42360,AT3G46280,0.0026602123
AT1G02450,AT5G07440,0.0026580065000000003
AT5G66420,AT1G51890,0.002646071
AT4G39400,AT3G21080,0.002644573
AT5G59080,AT2G41220,0.0026374835999999997
AT5G67450,AT4G31800,0.0026282705
AT1G51620,AT2G41220,0.0026186404
AT4G31550,AT2G30490,0.0026140562
AT1G30720,AT2G36690,0.0025955013
AT2G15620,AT3G26210,0.0025932498
AT2G25000,AT4G24160,0.002590041
AT4G39400,AT1G77380,0.0025864064
AT5G46330,AT2G02220,0.0025850473999999997
AT2G30490,AT2G44370,0.0025849869
AT1G65490,AT2G22122,0.0025832688
AT4G20860,AT5G67450,0.0025781817
AT4G23210,AT1G12940,0.0025757004
AT5G40780,AT4G31800,0.002569494
AT2G36690,AT2G44490,0.0025662705
AT1G65690,AT1G37130,0.0025637818
AT5G39580,AT2G38900,0.0025597084
AT2G44490,AT4G01250,0.0025559159
AT1G51680,AT5G01540,0.0025443882
AT2G37710,AT1G35160,0.0025374638
AT3G48650,AT5G54160,0.0025367828
AT5G44585,AT2G38900,0.0025250807
AT2G17740,AT1G49000,0.0025247664
AT1G77380,AT3G25882,0.0025190827
AT4G20000,AT1G30730,0.0025162222
AT4G01700,AT5G48430,0.0025134005
AT2G44490,AT2G02220,0.0024966262
AT3G48650,AT4G38560,0.0024944278
AT3G19450,AT1G64170,0.0024924395
AT1G37130,AT1G65690,0.002471993
AT2G41220,AT1G64170,0.0024650872
AT1G30720,AT3G50480,0.0024630732
AT5G53460,AT1G19380,0.0024627107
AT1G19380,AT4G21870,0.0024557752
AT1G61360,AT2G37040,0.0024554706
AT1G30720,AT1G70530,0.0024523267
AT3G25882,AT4G27730,0.0024491026999999997
AT3G19930,AT1G15950,0.002447871
AT3G45060,AT5G20480,0.0024439842000000002
AT2G25470,AT2G02220,0.0024344788
AT5G04140,AT4G01250,0.002427
AT2G01950,AT4G35180,0.0024253074
AT1G30720,AT3G50470,0.0024179826
AT4G31800,AT2G31400,0.002417119
AT1G05300,AT5G53110,0.0024133679
AT4G33430,AT1G77380,0.0024122118
AT4G38560,AT3G22060,0.002410157
AT4G28140,AT1G35160,0.0024081399
AT3G29034,AT1G77380,0.0023994225
AT1G51800,AT4G38560,0.0023930212
AT5G44585,AT2G25000,0.0023922971
AT5G07440,AT2G31400,0.0023891756
AT2G38900,AT5G06950,0.0023856042
AT4G28140,AT1G05300,0.0023763566000000002
AT4G39400,AT2G44370,0.00237079
AT2G36690,AT5G01540,0.0023627297
AT2G30490,AT1G51620,0.0023559035999999997
AT1G05300,AT1G61360,0.0023554936
AT2G41220,AT1G49000,0.002350846
AT4G28140,AT1G72300,0.0023392707
AT2G44380,AT4G21870,0.0023316133
AT1G61360,AT4G20860,0.0023241981
AT1G77380,AT1G15950,0.00232248
AT2G19190,AT5G48430,0.0023201145
AT5G53110,AT2G37710,0.0023190521
AT3G48650,AT1G61360,0.0023126826
AT1G65490,AT5G44585,0.0023078215
AT5G44585,AT4G21410,0.0023042464
AT1G30730,AT1G19380,0.0022999689
AT4G08850,AT4G21410,0.0022983616
AT1G02450,AT4G23210,0.0022973418
AT5G06950,AT1G65690,0.002282686
AT1G51620,AT4G39400,0.002280957
AT1G30730,AT3G21080,0.0022787473
AT3G26210,AT4G20000,0.002270229
AT3G19010,AT2G44370,0.0022702195999999997
AT2G19190,AT4G38560,0.0022646282
AT1G77380,AT2G30490,0.0022610656
AT2G37040,AT2G37710,0.0022608372
AT4G01250,AT4G23210,0.0022446448
AT1G51890,AT2G44370,0.0022431132
AT1G51620,AT4G27730,0.0022430673999999998
AT5G40780,AT1G52200,0.0022395055
AT1G37130,AT1G51800,0.002236427
AT1G64170,AT3G59880,0.0022327895
AT2G37040,AT4G28140,0.002231295
AT3G45060,AT3G29034,0.0022238286
AT1G49000,AT2G17740,0.0022217827
AT3G48650,AT5G01540,0.0022194344
AT1G05300,AT4G35180,0.0022163896
AT2G30360,AT2G30490,0.0022145745
AT2G25470,AT1G51890,0.0022061602
AT4G21410,AT2G44380,0.0022058801
AT1G77380,AT3G29034,0.0022041963
AT3G19930,AT1G77380,0.0021949129999999997
AT2G22122,AT3G19930,0.0021929722
AT4G35180,AT5G10450,0.0021656312
AT4G31800,AT2G42360,0.0021655087
AT1G02450,AT5G10450,0.002163649
AT1G49000,AT3G26210,0.0021611004999999997
AT1G51620,AT2G02220,0.0021534332000000002
AT4G38560,AT4G23210,0.002148083
AT5G67450,AT5G53110,0.0021445346
AT1G30730,AT4G20860,0.002143936
AT3G19010,AT2G17740,0.0021378796
AT1G65490,AT3G25882,0.0021255515
AT3G19450,AT1G19380,0.0021168989999999998
AT2G31400,AT1G30720,0.0021129828
AT4G35180,AT2G30490,0.0021103134
AT2G36690,AT1G19380,0.002108339
AT4G38560,AT4G01700,0.0021016535
AT4G30190,AT1G12940,0.0020966025
AT2G30490,AT5G39580,0.002095997
AT5G67450,AT4G35180,0.0020938326999999997
AT5G53110,AT1G15950,0.0020889156
AT5G50200,AT2G37040,0.0020807623
AT4G08850,AT5G54160,0.0020804084
AT5G06950,AT5G55050,0.0020794675
AT4G21870,AT3G50470,0.0020778028
AT1G52200,AT1G51680,0.0020734295
AT3G22060,AT3G52450,0.0020624315
AT2G25470,AT5G53110,0.0020612897
AT1G51800,AT1G19380,0.002059362
AT3G25882,AT1G15950,0.002053203
AT4G31550,AT1G51680,0.0020495597
AT1G37130,AT2G30490,0.0020482985
AT4G23210,AT1G52200,0.0020477565
AT1G30720,AT1G37130,0.0020471253
AT5G01540,AT3G46280,0.0020465089999999997
AT1G15950,AT1G51800,0.0020398276
AT2G36690,AT1G61360,0.002037557
AT1G51680,AT4G35180,0.002035474
AT5G54160,AT5G53110,0.0020343345000000002
AT2G39530,AT2G39200,0.0020343275
AT1G61380,AT4G35180,0.0020342592999999997
AT3G46280,AT4G01700,0.0020304653
AT2G15620,AT1G30730,0.0020287286
AT1G51890,AT1G51800,0.0020281214
AT5G48430,AT4G24160,0.0020266770999999998
AT1G51800,AT1G70530,0.0020245481
AT3G26210,AT5G53460,0.002024147
AT2G17740,AT5G13930,0.002022987
AT5G37600,AT1G61380,0.002020826
AT5G10450,AT5G40780,0.0020201956
AT5G07440,AT4G39400,0.0020201826
AT5G67450,AT5G37600,0.0020146489000000003
AT4G30190,AT3G19010,0.0020127902
AT4G33430,AT3G52450,0.0020084025
AT4G31800,AT2G39200,0.0019997822
AT5G67450,AT2G36690,0.0019976522
AT5G55050,AT2G17740,0.0019972778
AT1G14780,AT4G38560,0.0019937712
AT1G30730,AT1G51890,0.0019905565
AT5G10450,AT1G12940,0.0019895304
AT2G22122,AT4G31550,0.001983897
AT3G50470,AT2G36690,0.0019837051999999997
AT5G67450,AT3G50480,0.0019783557
AT4G21870,AT1G12940,0.0019758285
AT2G38900,AT1G14780,0.0019730243
AT2G02220,AT3G26210,0.001972444
AT3G22060,AT4G24160,0.0019680108
AT1G15950,AT5G20250,0.0019638636
AT1G51890,AT1G70530,0.0019590745
AT4G24160,AT1G51680,0.0019535627
AT3G46280,AT2G44380,0.0019434742999999998
AT4G38560,AT1G65690,0.0019415767000000002
AT5G50200,AT2G39530,0.0019412611
AT4G31550,AT4G30190,0.0019374088000000001
AT2G22122,AT3G26210,0.0019256345
AT4G24160,AT2G02220,0.0019229298000000001
AT1G52200,AT4G08850,0.0019180031
AT2G30490,AT2G25470,0.0019172664
AT3G29034,AT3G59880,0.001909649
AT2G38900,AT2G39200,0.0019089845
AT4G30190,AT2G39530,0.001908838
AT5G06950,AT2G44490,0.0019020832999999998
AT5G40780,AT1G08090,0.0018970230999999999
AT3G26210,AT2G37710,0.0018932323
AT3G22060,AT1G49000,0.0018906491000000001
AT3G29034,AT3G45060,0.0018856957999999998
AT2G19190,AT4G39400,0.0018812516
AT1G05300,AT4G20000,0.00187268
AT4G20860,AT1G51620,0.0018693121
AT2G17740,AT4G33430,0.0018670332999999998
AT4G24160,AT2G38900,0.0018638218
AT2G44380,AT3G46280,0.0018623882
AT4G20860,AT4G08850,0.0018572669
AT2G19190,AT1G64170,0.0018561417000000002
AT5G53110,AT4G39400,0.0018552447
AT3G49780,AT1G21670,0.0018526212
AT4G31550,AT2G36690,0.0018464262
AT5G20250,AT1G65490,0.0018460415
AT3G19010,AT3G29034,0.001843807
AT1G51800,AT4G23210,0.0018427338
AT1G02450,AT5G53460,0.001842356
AT4G28140,AT3G19930,0.0018358785999999998
AT1G51620,AT4G24160,0.0018339931
AT3G26210,AT3G46280,0.0018331007999999999
AT4G27730,AT5G07440,0.0018303146
AT3G19010,AT3G19450,0.0018218706
AT3G50470,AT1G51800,0.0018173878
AT1G30730,AT4G38560,0.0018172332999999998
AT2G30360,AT1G65690,0.0018138434
AT1G05300,AT2G44380,0.0018129576
AT1G37130,AT5G20480,0.0018116361
AT3G29034,AT1G51800,0.0018098091
AT3G22060,AT5G44585,0.0018087723999999999
AT5G10450,AT5G59080,0.001805368
AT1G12940,AT2G37040,0.0018050882000000001
AT3G50480,AT3G45060,0.001798119
AT5G10450,AT1G19380,0.0017887986999999999
AT2G25470,AT2G19190,0.0017884054999999998
AT5G37600,AT3G45060,0.0017845728
AT2G42360,AT4G20000,0.0017790328
AT2G15620,AT3G50480,0.0017782332
AT2G17740,AT1G30720,0.0017752916
AT1G64280,AT3G19450,0.0017736192000000002
AT5G53110,AT1G61380,0.0017670688
AT4G01250,AT1G30720,0.0017642844
AT4G30190,AT1G19380,0.0017620493
AT2G30360,AT3G49780,0.0017612489999999999
AT1G51680,AT2G31400,0.0017605459
AT1G19380,AT5G44585,0.0017550808999999999
AT1G19380,AT3G29034,0.0017544236
AT3G25882,AT1G30730,0.0017498647
AT5G53460,AT3G19450,0.0017486135000000002
AT1G65690,AT5G54160,0.0017428673
AT4G31550,AT3G26210,0.0017405906
AT1G72300,AT5G40780,0.00173113
AT4G39400,AT2G22122,0.0017300004000000001
AT4G28140,AT2G17740,0.0017294429000000002
AT1G19380,AT3G49780,0.0017255212
AT2G19190,AT2G37710,0.0017254913
AT5G50200,AT1G19380,0.0017250517999999999
AT4G01250,AT4G21870,0.0017210199
AT5G40780,AT4G35180,0.0017187861
AT1G02450,AT1G51680,0.0017164085999999998
AT1G30720,AT2G17740,0.0017162132000000001
AT5G01540,AT3G52450,0.0017145732000000001
AT4G21870,AT3G19010,0.001713541
AT1G72300,AT1G51800,0.0017121325
AT1G70530,AT3G19450,0.0017072174
AT3G45060,AT3G19450,0.0017050054
AT1G21670,AT1G64170,0.0017048491
AT4G08850,AT2G01950,0.0016972013
AT2G44490,AT3G48650,0.001694687
AT3G49780,AT1G49000,0.0016910003
AT3G29034,AT3G19450,0.0016899185
AT4G20000,AT1G52200,0.0016858507999999999
AT2G36690,AT1G51800,0.0016823492000000002
AT5G44585,AT5G39580,0.001681468
AT2G44370,AT1G14780,0.0016792853
AT3G48650,AT2G36690,0.0016782396
AT1G35160,AT4G31800,0.0016773209
AT4G20860,AT5G54160,0.0016697079999999998
AT4G31800,AT1G15950,0.0016539309
AT3G46280,AT3G48650,0.001651596
AT1G30720,AT5G44585,0.0016512744
AT5G66420,AT5G54160,0.0016483498000000002
AT4G21870,AT5G40780,0.0016450728
AT3G50470,AT3G19010,0.0016449391
AT4G21870,AT2G36690,0.0016396593
AT1G21670,AT4G27730,0.001639039
AT3G19010,AT5G01540,0.0016377245
AT4G01250,AT1G65490,0.0016316107000000002
AT4G31800,AT1G51800,0.0016303876999999999
AT2G22122,AT3G19450,0.0016279218
AT1G64170,AT5G13930,0.0016266351
AT1G19380,AT1G08090,0.0016256819
AT1G49000,AT3G46280,0.0016256587
AT1G64280,AT2G15620,0.0016256231
AT2G36690,AT3G48650,0.0016223023
AT5G04140,AT1G61380,0.0016216398
AT2G37710,AT4G38560,0.0016199714000000001
AT4G35180,AT2G44490,0.0016197707
AT1G52200,AT1G14780,0.001610656
AT1G70530,AT2G42360,0.0016102897
AT1G51800,AT3G29034,0.0016067110999999999
AT3G25882,AT2G19190,0.0016025144000000001
AT4G20000,AT1G21670,0.0015984101
AT3G48650,AT2G30360,0.0015969329
AT3G26210,AT2G25470,0.0015942914000000002
AT3G26210,AT4G20860,0.0015917951999999999
AT2G37040,AT4G08850,0.0015906738
AT1G49000,AT5G40780,0.0015898393
AT2G44380,AT5G07440,0.0015881638000000001
AT5G46330,AT2G25000,0.0015849351999999998
AT2G38900,AT5G55050,0.0015839265
AT5G13930,AT4G24160,0.0015835031
AT2G44380,AT2G25000,0.0015827585999999999
AT2G39530,AT1G19380,0.0015825031
AT4G27730,AT1G61380,0.0015806803
AT1G51620,AT2G37040,0.0015798201999999999
AT4G20000,AT2G17740,0.0015792403
AT1G15950,AT4G20000,0.0015760581
AT3G22060,AT3G19930,0.0015740723
AT2G15620,AT1G14780,0.0015739878
AT2G19190,AT1G12940,0.0015718995999999999
AT1G77380,AT3G19450,0.0015662049
AT3G52450,AT4G31550,0.0015609474
AT2G37040,AT5G20480,0.0015582812
AT1G51800,AT2G39530,0.0015562257
AT4G23210,AT5G39580,0.0015560006
AT4G21870,AT4G33430,0.0015534211
AT4G20000,AT5G44585,0.0015482066
AT4G33430,AT4G27730,0.0015472039000000001
AT1G12940,AT1G61380,0.0015462170000000001
AT1G12940,AT4G39400,0.0015457854999999998
AT3G46280,AT4G23210,0.0015430045000000001
AT2G25000,AT2G39530,0.0015372804000000002
AT1G12940,AT5G55050,0.0015356881
AT4G35180,AT3G29034,0.0015223332000000001
AT5G53110,AT2G44370,0.0015211275
AT4G28140,AT2G44380,0.0015083773
AT2G19190,AT2G44370,0.0015059918
AT3G49780,AT5G20480,0.0014998097
AT5G50200,AT4G23210,0.0014971994
AT2G44490,AT2G39200,0.0014890421
AT4G35180,AT5G07440,0.0014882111
AT1G49000,AT3G21080,0.0014859866000000001
AT4G24160,AT1G65690,0.0014842664
AT5G53460,AT3G50480,0.0014825631
AT1G51620,AT2G39200,0.001480411
AT3G19010,AT2G02220,0.0014782366
AT4G08850,AT2G39200,0.00147332
AT2G41220,AT1G30730,0.0014680426000000001
AT2G41220,AT2G22122,0.0014676844
AT2G25000,AT2G42360,0.0014654720000000002
AT3G46280,AT1G51890,0.0014651393
AT2G41220,AT2G44490,0.0014590324
AT3G26210,AT3G25882,0.0014580867000000002
AT2G44490,AT2G25470,0.0014464773000000002
AT2G41220,AT1G61380,0.0014458042999999999
AT2G30490,AT1G65690,0.0014391766000000001
AT4G20860,AT2G17740,0.0014391412
AT5G20250,AT1G08090,0.0014333411
AT5G40780,AT5G07440,0.0014309013000000002
AT3G19010,AT1G19380,0.0014274206
AT1G08090,AT2G44490,0.001426432
AT4G24160,AT4G38560,0.0014259754
AT3G46280,AT1G35160,0.0014210077
AT1G15950,AT2G41220,0.0014178697
AT1G77380,AT4G31550,0.0014176571
AT3G50470,AT2G01950,0.0014171704
AT3G50480,AT1G12940,0.0014165555999999999
AT1G30730,AT1G51800,0.0014106649
AT2G19190,AT1G21670,0.0014075835999999998
AT3G25882,AT5G53110,0.0014059409
AT5G66420,AT5G20250,0.0013917616
AT2G42360,AT2G39200,0.0013877579999999998
AT4G39400,AT4G27730,0.0013874507000000002
AT1G19380,AT5G37600,0.0013852145
AT4G33430,AT4G20000,0.0013799686999999999
AT1G64170,AT3G50480,0.0013778639
AT3G21080,AT1G65490,0.001375253
AT3G45060,AT5G39580,0.0013674719
AT3G22060,AT2G39200,0.0013667719
AT1G14780,AT1G21670,0.0013600292
AT1G14780,AT2G31400,0.0013562982999999998
AT3G22060,AT2G44490,0.0013558541000000001
AT5G37600,AT1G37130,0.0013509636
AT1G02450,AT2G30490,0.0013482497
AT1G77380,AT2G39200,0.0013470955
AT4G38560,AT2G44380,0.0013428817000000002
AT3G19930,AT5G48430,0.0013419521
AT4G01250,AT5G54160,0.001340749
AT5G07440,AT2G44490,0.0013333007000000002
AT1G70530,AT5G07440,0.0013322429999999999
AT5G13930,AT1G77380,0.0013302854
AT5G59080,AT2G19190,0.0013266939000000002
AT2G41220,AT5G37600,0.0013246520000000002
AT5G54160,AT3G59880,0.0013243189000000002
AT5G10450,AT3G19010,0.0013215361
AT5G55050,AT1G12940,0.0013205367000000002
AT1G51800,AT4G01250,0.0013118848000000002
AT1G65690,AT5G13930,0.0013115827
AT4G21870,AT2G01950,0.001309986
AT4G33430,AT1G35160,0.0013091986
